"Time [us]","V(Port1) [mV]"
0,0
5.40165407907448E-06,20.3581269302876
1.0803308158149E-05,40.6824898870123
2.16066163162979E-05,81.0952038781495
4.32132326325959E-05,160.042922440124
6.93490646067759E-05,249.688535580224
9.54848965809558E-05,329.669465109227
0.000108197276548998,364.133002722848
0.000115920961954188,383.458589264082
0.000120967416653968,395.387117852851
0.00012429151495946,402.932802542957
0.000126493788448132,407.792854065893
0.000128696061936805,412.540472442836
0.000130898335425478,417.174348701191
0.00013310060891415,421.693205228364
0.000137505155891496,430.380907543568
0.000146314249846187,446.323422011688
0.000163932437755569,472.242151463452
0.000188967930249938,494.679608301786
0.000220083787087059,498.038955638807
0.00025119964392418,474.111279801118
0.000289871300216282,408.449663768525
0.000328542956508383,308.308048055418
0.000382840516963256,126.143586459714
0.000437138077418128,-76.8693252052531
0.000491435637873001,-267.177617211166
0.000533669860978626,-386.064066986015
0.000575904084084251,-466.132117467386
0.000618138307189875,-499.33099724187
0.0006603725302955,-482.322588413015
0.000702606753401125,-416.817071393157
0.00074484097650675,-309.40096778078
0.000798206077019531,-130.883830054823
0.000851571177532311,68.5385757103177
0.000904936278045092,257.013736917838
0.00094720430123251,378.453378922205
0.000989472324419928,461.779453846394
0.00103174034760735,498.600296764078
0.00107400837079476,485.207726576471
0.00111627639398218,422.950492299037
0.0011585444171696,318.098442232822
0.00121121766088372,144.131312738985
0.00126389090459784,-52.2717890431586
0.00131656414831196,-240.538085656836
0.00136923739202608,-391.361402521536
0.0014219106357402,-481.264067136388
0.00147458387945432,-496.25152374794
0.00152725712316844,-433.990773684224
0.00157993036688256,-304.173537894238
0.00163260361059668,-127.007610571898
0.0016852768543108,69.9287550892332
0.00173795009802492,255.979771956108
0.00179062334173904,402.184103457847
0.00184329658545317,485.783084127054
0.00189596982916729,493.763411177665
0.00194864307288141,424.882839651549
0.00200131631659553,289.863554510421
0.00205398956030965,109.723118712996
0.00210666280402377,-87.4971924012491
0.00215933604773789,-271.097391780482
0.00221200929145201,-412.497645472451
0.00226468253516613,-489.687107165518
0.00231735577888025,-490.650201683239
0.00237002902259437,-415.237010444425
0.00242270226630849,-275.186608301402
0.00247537551002261,-92.2997190645266
0.00252804875373673,104.954859606359
0.00258072199745085,285.87180645455
0.00263339524116497,422.288971778947
0.00268606848487909,492.971193818343
0.00273874172859321,486.915836540249
0.00279141497230733,405.065497535053
0.00284408821602145,260.161280056527
0.00289676145973557,74.7594693838739
0.00294943470344969,-122.279655564979
0.00300210794716381,-300.284311795381
0.00305478119087793,-431.545686708038
0.00310745443459205,-495.631186482072
0.00316012767830617,-482.565043397832
0.00321280092202029,-394.381177903154
0.00326547416573441,-244.806591611471
0.00331814740944853,-57.1245753587735
0.00337082065316265,139.449647350487
0.00342349389687677,314.316661791718
0.00347616714059089,440.256071400246
0.00352884038430501,497.663717646688
0.00358151362801914,477.603330293541
0.00363418687173326,383.197577733917
0.00368686011544738,229.141981766886
0.0037395333591615,39.417362495254
0.00379220660287562,-156.443098015978
0.00384487984658974,-327.951091703156
0.00389755309030386,-448.409098641817
0.00395022633401798,-499.066214158836
0.0040028995777321,-472.036978680254
0.00405557282144622,-371.528855294049
